ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,AcceptedCmp6,Age,Age_Category,Income_Category,Total_Children,Total_Amount,Length,Frequency,Monetary,lrfm_score_total,lrfm_segment,DominantChannel
6575,1981,Graduate,Coupled,56386.0,2012-10-27,51,230,48,214,13,32,75,8,9,1,7,0,0,0,0,0,0,31,Young,Medium,2,612,707,17,612,15,Platinum,NumWebPurchases
3829,1979,Non-Graduate,Coupled,24594.0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,0,0,0,0,0,0,34,Young,Low,1,29,298,4,29,5,Bronze,NumStorePurchases
3091,1981,Graduate,Coupled,75774.0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,0,0,0,0,0,0,33,Young,High,1,823,155,20,823,13,Gold,NumStorePurchases
10141,1960,Graduate,Single,39228.0,2013-05-10,1,7,1,6,0,3,3,1,0,0,3,0,0,0,0,0,0,53,Adult,Medium,0,20,512,3,20,10,Silver,NumStorePurchases
5177,1974,Graduate,Coupled,58494.0,2013-12-12,56,298,7,68,4,0,19,2,6,2,6,0,0,0,0,0,0,39,Adult,Medium,1,396,296,14,396,11,Silver,NumWebPurchases
7005,1981,Graduate,Single,58684.0,2014-06-16,71,479,35,179,28,7,85,1,5,3,12,0,1,0,0,0,0,33,Young,Medium,0,813,110,20,813,11,Silver,NumStorePurchases
6409,1967,Graduate,Single,57136.0,2013-05-18,18,267,140,599,34,12,127,1,7,5,7,0,0,0,0,0,1,46,Adult,Medium,0,1179,504,19,1179,17,Diamond,NumWebPurchases
7485,1950,Graduate,Single,56551.0,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,0,0,0,0,0,0,64,Senior,Medium,2,138,150,7,138,8,Silver,NumStorePurchases
8079,1982,Graduate,Coupled,22448.0,2014-02-26,86,3,1,8,23,2,18,3,2,1,3,0,0,0,0,0,0,32,Young,Low,1,55,220,6,55,5,Bronze,NumStorePurchases
8395,1961,Graduate,Single,82014.0,2012-08-20,48,980,37,265,35,163,31,1,3,6,12,0,0,0,0,0,1,51,Adult,High,0,1511,775,21,1511,18,Diamond,NumStorePurchases
10352,1963,Graduate,Single,34213.0,2012-09-07,2,50,4,28,6,3,26,3,3,1,2,0,0,0,0,0,1,49,Adult,Low,2,117,757,6,117,14,Platinum,NumWebPurchases
4931,1977,Graduate,Coupled,157146.0,2013-04-29,13,1,0,1725,2,1,1,0,0,28,0,0,0,0,0,0,0,36,Young,High,0,1730,523,28,1730,19,Diamond,NumCatalogPurchases
13,1947,Graduate,Single,25358.0,2013-07-22,57,19,0,5,0,0,8,2,1,0,3,0,0,0,0,0,0,66,Senior,Low,1,32,439,4,32,8,Silver,NumStorePurchases
1834,1978,Graduate,Single,35544.0,2014-03-08,77,30,5,23,4,1,4,1,2,0,3,0,0,0,0,0,0,36,Young,Medium,1,67,210,5,67,6,Bronze,NumStorePurchases
2285,1954,Graduate,Coupled,36634.0,2013-05-28,0,213,9,76,4,3,30,3,5,2,5,0,0,0,0,0,0,59,Senior,Medium,1,335,494,12,335,14,Platinum,NumWebPurchases
2295,1954,Graduate,Coupled,62670.0,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,0,0,0,0,0,0,60,Senior,Medium,1,825,244,21,825,14,Platinum,NumStorePurchases
1378,1972,Graduate,Coupled,50334.0,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,0,0,0,0,0,0,41,Adult,Medium,1,694,437,17,694,15,Platinum,NumWebPurchases
2781,1981,Graduate,Single,72066.0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,0,0,1,1,0,1,33,Young,High,0,1792,103,16,1792,13,Gold,NumCatalogPurchases
1165,1958,Graduate,Single,50729.0,2013-05-02,62,239,13,143,45,4,52,9,6,2,7,0,0,0,0,0,0,55,Senior,Medium,2,496,520,15,496,11,Silver,NumStorePurchases
1404,1968,Graduate,Coupled,34916.0,2013-05-15,89,51,23,82,33,0,42,4,5,1,3,0,0,0,0,0,0,45,Adult,Low,2,231,507,9,231,9,Silver,NumWebPurchases
6457,1976,Graduate,Single,64892.0,2014-05-29,77,527,24,230,32,24,65,2,6,4,12,0,0,0,0,0,0,38,Adult,Medium,1,902,128,22,902,12,Gold,NumStorePurchases
2639,1966,Graduate,Single,43602.0,2014-01-10,45,19,5,12,10,3,19,3,3,1,2,0,0,0,0,0,0,48,Adult,Medium,2,68,267,6,68,9,Silver,NumWebPurchases
8299,1989,Graduate,Single,33996.0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,0,0,0,0,0,0,24,Young,Low,0,71,388,5,71,9,Silver,NumStorePurchases
6437,1985,Graduate,Single,41473.0,2013-06-19,80,21,8,20,15,3,9,1,2,0,3,0,0,0,0,0,0,28,Young,Medium,1,76,472,5,76,7,Bronze,NumStorePurchases
6912,1967,Graduate,Coupled,63246.0,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,0,0,0,0,0,0,46,Adult,Medium,2,772,410,21,772,14,Platinum,NumStorePurchases
7327,1959,Graduate,Coupled,36732.0,2013-12-29,71,21,5,3,10,1,7,3,1,1,4,0,0,0,0,0,0,54,Adult,Medium,2,47,279,6,47,7,Bronze,NumStorePurchases
5299,1970,Graduate,Coupled,69084.0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,0,0,0,0,0,0,43,Adult,High,1,1586,319,23,1586,15,Platinum,NumStorePurchases
4127,1967,Graduate,Coupled,77766.0,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,1,0,0,0,0,1,46,Adult,High,1,1529,589,32,1529,15,Platinum,NumWebPurchases
8143,1985,Graduate,Single,37929.0,2013-07-30,49,202,2,46,3,2,10,2,4,2,5,0,1,0,1,0,1,28,Young,Medium,0,265,431,11,265,12,Gold,NumStorePurchases
1964,1951,Graduate,Coupled,86610.0,2013-09-05,66,446,107,768,33,196,53,1,5,6,6,0,0,0,0,0,0,62,Senior,High,0,1603,394,17,1603,14,Platinum,NumCatalogPurchases
3690,1986,Graduate,Coupled,80141.0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,0,0,1,0,0,1,27,Young,High,0,2091,631,21,2091,18,Diamond,NumStorePurchases
3433,1955,Graduate,Coupled,72635.0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,0,0,0,1,0,0,58,Senior,High,0,981,488,20,981,14,Platinum,NumCatalogPurchases
3389,1970,Graduate,Coupled,69016.0,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,0,0,0,0,0,0,42,Adult,High,1,1533,681,30,1533,17,Diamond,NumStorePurchases
4712,1991,Graduate,Coupled,20193.0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,0,0,0,0,0,0,21,Young,Low,0,82,675,6,82,14,Platinum,NumStorePurchases
1170,1975,Graduate,Coupled,27573.0,2013-03-25,45,50,15,110,39,15,15,4,5,1,4,0,0,0,0,0,0,38,Adult,Low,1,244,558,10,244,13,Gold,NumWebPurchases
6347,1979,Non-Graduate,Single,15862.0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,0,0,0,0,0,0,34,Young,Low,1,36,464,4,36,9,Silver,NumStorePurchases
4065,1976,Graduate,Coupled,49544.0,2013-02-12,0,308,0,73,0,0,23,2,5,1,8,0,0,0,0,0,0,37,Adult,Medium,1,404,599,14,404,15,Platinum,NumStorePurchases
8230,1980,Graduate,Coupled,33228.0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,0,0,0,0,0,0,34,Young,Low,1,71,254,5,71,9,Silver,NumStorePurchases
1215,1978,Graduate,Coupled,70440.0,2013-10-08,49,690,117,499,76,102,88,1,5,10,7,0,0,0,1,0,0,35,Young,High,0,1572,361,22,1572,15,Platinum,NumCatalogPurchases
5939,1971,Graduate,Coupled,38232.0,2014-01-17,84,43,5,28,7,6,33,4,3,1,3,0,0,0,0,0,0,43,Adult,Medium,2,122,260,7,122,7,Bronze,NumWebPurchases
2156,1955,Graduate,Coupled,22554.0,2012-11-03,38,27,0,10,0,0,4,4,2,0,4,0,0,0,0,0,0,57,Senior,Low,2,41,700,6,41,12,Gold,NumStorePurchases
7788,1983,Graduate,Coupled,23536.0,2014-06-04,53,6,0,3,0,0,1,1,0,0,3,0,0,0,0,0,0,31,Young,Low,1,10,122,3,10,6,Bronze,NumStorePurchases
10323,1952,Graduate,Coupled,49413.0,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,0,0,0,0,0,0,61,Senior,Medium,1,304,344,11,304,9,Silver,NumStorePurchases
7947,1969,Graduate,Coupled,42231.0,2014-03-25,99,24,0,8,0,1,4,1,1,0,3,0,0,0,0,0,0,45,Adult,Medium,2,37,193,4,37,4,Bronze,NumStorePurchases
1891,1980,Graduate,Single,78789.0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,0,0,0,0,0,1,32,Young,High,0,1754,787,15,1754,18,Diamond,NumCatalogPurchases
2570,1968,Graduate,Coupled,56534.0,2013-07-23,35,691,7,61,10,0,46,4,10,4,7,0,1,0,0,1,1,45,Adult,Medium,1,815,438,21,815,16,Platinum,NumWebPurchases
9256,1971,Graduate,Single,58350.0,2013-01-04,5,493,26,206,116,80,80,4,8,3,12,0,0,0,0,0,0,42,Adult,Medium,1,1001,638,23,1001,18,Diamond,NumStorePurchases
295,1989,Graduate,Single,81217.0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,0,0,0,0,0,0,24,Young,High,0,1157,442,21,1157,14,Platinum,NumStorePurchases
7397,1951,Graduate,Single,49090.0,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,0,0,0,0,0,0,62,Senior,Medium,1,688,442,18,688,14,Platinum,NumStorePurchases
6349,1987,Graduate,Single,61787.0,2013-07-06,71,621,73,414,78,48,85,1,8,4,6,0,0,0,0,0,0,26,Young,Medium,0,1319,455,18,1319,14,Platinum,NumWebPurchases
10790,1985,Graduate,Coupled,18169.0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,0,0,0,0,0,0,28,Young,Low,1,21,592,3,21,9,Silver,NumStorePurchases
10398,1981,Graduate,Single,24336.0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,0,0,0,0,0,0,31,Young,Low,1,31,768,3,31,8,Silver,NumStorePurchases
2431,1990,Graduate,Coupled,18222.0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,0,0,0,0,0,0,22,Young,Low,0,67,642,5,67,9,Silver,NumStorePurchases
550,1952,Graduate,Single,62335.0,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,0,0,0,0,0,0,61,Senior,Medium,1,708,499,19,708,12,Gold,NumStorePurchases
1890,1971,Graduate,Coupled,42033.0,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,0,0,0,0,0,0,41,Adult,Medium,2,25,745,3,25,8,Silver,NumStorePurchases
10742,1983,Graduate,Coupled,86580.0,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,0,0,1,0,0,0,30,Young,High,0,746,584,11,746,13,Gold,NumStorePurchases
10356,1957,Graduate,Single,41437.0,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,0,0,0,0,0,0,55,Senior,Medium,2,32,742,4,32,12,Gold,NumStorePurchases
4676,1951,Graduate,Single,73705.0,2014-03-05,86,612,91,520,258,107,107,2,9,6,8,0,0,0,0,0,0,63,Senior,High,2,1695,213,23,1695,12,Gold,NumWebPurchases
8852,1976,Graduate,Coupled,61064.0,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,0,0,0,0,0,0,36,Young,Medium,1,1080,764,23,1080,15,Platinum,NumStorePurchases
3565,1955,Graduate,Coupled,38452.0,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,0,0,0,0,0,0,59,Senior,Medium,2,72,188,6,72,7,Bronze,NumWebPurchases
5294,1989,Graduate,Single,18358.0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,0,0,0,0,0,0,24,Young,Low,1,57,318,7,57,9,Silver,NumStorePurchases
1958,1973,Graduate,Coupled,55012.0,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,0,0,0,0,0,0,41,Adult,Medium,1,660,197,19,660,10,Silver,NumStorePurchases
7349,1973,Non-Graduate,Coupled,9722.0,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,0,0,0,0,0,1,39,Adult,Low,1,103,732,7,103,14,Platinum,NumWebPurchases
8799,1984,Graduate,Coupled,38175.0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,0,0,0,0,0,0,29,Young,Medium,1,153,376,8,153,11,Silver,NumStorePurchases
1351,1956,Graduate,Coupled,58656.0,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,0,0,1,0,0,0,56,Senior,Medium,1,1220,744,28,1220,19,Diamond,NumStorePurchases
1045,1965,Graduate,Coupled,52117.0,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,0,0,0,0,0,0,47,Adult,Medium,1,279,779,11,279,14,Platinum,NumWebPurchases
7732,1978,Graduate,Coupled,64813.0,2014-01-02,81,293,0,124,179,97,52,1,7,2,10,0,0,0,0,0,0,36,Young,Medium,1,745,275,19,745,11,Silver,NumStorePurchases
8070,1973,Graduate,Coupled,54222.0,2014-03-01,98,199,12,31,3,12,7,1,3,3,5,0,0,0,0,0,0,41,Adult,Medium,1,264,217,11,264,8,Silver,NumStorePurchases
477,1986,Graduate,Coupled,83512.0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,0,1,1,1,1,28,Young,High,0,2157,109,21,2157,15,Platinum,NumStorePurchases
7832,1959,Graduate,Coupled,77520.0,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,1,0,1,1,0,1,54,Adult,High,1,1526,402,22,1526,17,Diamond,NumWebPurchases
2202,1978,Graduate,Coupled,41154.0,2013-04-09,98,44,2,11,2,3,7,1,1,0,4,0,0,0,0,0,0,35,Young,Medium,1,69,543,5,69,8,Silver,NumStorePurchases
7396,1966,Graduate,Coupled,80398.0,2012-11-10,92,342,51,936,207,35,26,1,5,8,12,0,0,1,0,0,0,46,Adult,High,0,1597,693,25,1597,16,Platinum,NumStorePurchases
4055,1992,Non-Graduate,Single,18746.0,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,0,0,0,0,0,0,22,Young,Low,1,64,128,6,64,8,Silver,NumWebPurchases
10340,1984,Graduate,Coupled,35196.0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,0,0,0,0,0,0,28,Young,Low,1,497,690,12,497,13,Gold,NumWebPurchases
10091,1956,Graduate,Single,60230.0,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,0,0,0,0,0,0,57,Senior,Medium,1,1067,502,15,1067,12,Gold,NumWebPurchases
7629,1977,Graduate,Coupled,22108.0,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,0,0,0,0,0,0,37,Adult,Low,2,31,149,5,31,6,Bronze,NumStorePurchases
10640,1974,Graduate,Coupled,44392.0,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,0,0,0,0,0,0,39,Adult,Medium,2,211,394,9,211,10,Silver,NumWebPurchases
3498,1976,Graduate,Coupled,55424.0,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,1,0,0,0,0,1,36,Young,Medium,1,877,678,21,877,19,Diamond,NumStorePurchases
6742,1979,Graduate,Coupled,17688.0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,0,0,0,0,0,0,34,Young,Low,1,11,629,3,11,7,Bronze,NumStorePurchases
1172,1983,Graduate,Coupled,92491.0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,0,1,1,1,0,1,30,Young,High,0,2034,521,24,2034,15,Platinum,NumStorePurchases
569,1991,Graduate,Single,90273.0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,0,1,1,1,0,1,22,Young,High,0,1991,294,18,1991,15,Platinum,NumStorePurchases
4686,1962,Graduate,Single,82571.0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,0,0,1,0,0,0,52,Adult,High,0,1686,185,24,1686,15,Platinum,NumStorePurchases
1381,1982,Graduate,Single,38513.0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,0,0,0,0,0,1,32,Young,Medium,1,324,249,12,324,12,Gold,NumWebPurchases
2634,1979,Graduate,Single,16653.0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,0,0,0,0,0,1,35,Young,Low,1,69,169,6,69,10,Silver,NumStorePurchases
10905,1955,Graduate,Coupled,42586.0,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,0,0,0,0,0,1,57,Senior,Medium,2,252,705,11,252,16,Platinum,NumStorePurchases
1744,1965,Non-Graduate,Single,23529.0,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,0,0,0,0,0,0,48,Adult,Low,1,54,635,4,54,8,Silver,NumStorePurchases
1000,1961,Graduate,Coupled,74881.0,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,0,0,0,0,0,0,52,Adult,High,2,964,575,23,964,16,Platinum,NumStorePurchases
3828,1951,Graduate,Coupled,71107.0,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,0,0,0,0,0,0,62,Senior,High,1,1327,594,26,1327,16,Platinum,NumStorePurchases
8605,1964,Graduate,Coupled,46910.0,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,0,0,0,0,0,0,50,Adult,Medium,2,68,195,5,68,8,Silver,NumStorePurchases
10304,1959,Graduate,Coupled,18690.0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,0,0,0,0,0,0,53,Adult,Low,0,60,645,4,60,9,Silver,NumStorePurchases
4351,1955,Graduate,Single,37244.0,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,1,0,0,0,0,0,58,Senior,Medium,2,55,525,4,55,7,Bronze,NumStorePurchases
10129,1966,Graduate,Coupled,82427.0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,0,0,1,0,0,0,48,Adult,High,0,1456,206,20,1456,14,Platinum,NumStorePurchases
2499,1958,Graduate,Single,75342.0,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,0,0,0,0,0,0,55,Senior,High,1,563,516,17,563,14,Platinum,NumStorePurchases
10092,1954,Graduate,Single,70044.0,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,0,0,0,0,0,0,59,Senior,High,1,1504,593,22,1504,17,Diamond,NumCatalogPurchases
7500,1967,Graduate,Single,79146.0,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,0,0,0,0,0,0,47,Adult,High,2,564,163,17,564,12,Gold,NumWebPurchases
5796,1963,Graduate,Coupled,77437.0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,0,0,1,0,0,0,50,Adult,High,0,1125,312,22,1125,13,Gold,NumStorePurchases
10556,1959,Graduate,Coupled,54984.0,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,0,0,0,1,0,0,55,Senior,Medium,1,358,133,13,358,10,Silver,NumWebPurchases
1064,1971,Graduate,Coupled,42403.0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,0,0,0,0,0,0,42,Adult,Medium,1,42,297,4,42,9,Silver,NumStorePurchases
48,1964,Graduate,Coupled,55761.0,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,0,1,0,0,0,0,50,Adult,Medium,1,184,163,8,184,6,Bronze,NumWebPurchases
7610,1983,Graduate,Coupled,37292.0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,0,0,0,0,0,0,30,Young,Medium,1,460,534,14,460,14,Platinum,NumWebPurchases
263,1945,Graduate,Single,45576.0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,0,0,0,0,0,1,69,Senior,Medium,0,145,129,7,145,10,Silver,NumWebPurchases
10814,1947,Graduate,Coupled,70321.0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,0,0,0,0,0,1,66,Senior,High,0,1376,626,24,1376,19,Diamond,NumStorePurchases
9710,1969,Graduate,Single,58086.0,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,0,0,0,0,0,0,44,Adult,Medium,1,792,622,21,792,14,Platinum,NumWebPurchases
9292,1952,Graduate,Coupled,81795.0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,0,0,0,0,0,0,60,Senior,High,0,1382,708,22,1382,17,Diamond,NumCatalogPurchases
10250,1947,Non-Graduate,Coupled,28389.0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,0,0,0,0,0,0,65,Senior,Low,0,28,683,3,28,10,Silver,NumStorePurchases
7881,1946,Graduate,Coupled,66835.0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,0,0,0,0,0,0,67,Senior,Medium,0,1033,371,23,1033,15,Platinum,NumStorePurchases
5847,1969,Graduate,Single,69901.0,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,0,0,0,0,0,0,44,Adult,High,1,882,493,20,882,12,Gold,NumStorePurchases
737,1949,Graduate,Coupled,80360.0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,0,1,1,1,0,0,64,Senior,High,0,2231,580,13,2231,15,Platinum,NumStorePurchases
3571,1961,Graduate,Coupled,63342.0,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,0,1,0,0,0,1,51,Adult,Medium,1,1101,718,16,1101,16,Platinum,NumWebPurchases
7807,1974,Graduate,Coupled,44989.0,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,0,0,0,0,0,0,38,Adult,Medium,1,369,752,11,369,15,Platinum,NumWebPurchases
3878,1980,Graduate,Single,31859.0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,0,0,0,0,0,0,34,Young,Low,1,48,219,4,48,8,Silver,NumStorePurchases
5092,1949,Graduate,Single,51569.0,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,0,1,0,0,0,1,64,Senior,Medium,1,467,599,15,467,14,Platinum,NumWebPurchases
2154,1971,Graduate,Single,30372.0,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,0,0,0,0,0,0,41,Adult,Low,2,44,648,5,44,10,Silver,NumStorePurchases
5394,1979,Non-Graduate,Single,16014.0,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,0,0,0,0,0,0,34,Young,Low,2,38,566,6,38,10,Silver,NumStorePurchases
3798,1968,Graduate,Coupled,41120.0,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,0,0,0,0,0,0,45,Adult,Medium,2,81,332,6,81,7,Bronze,NumStorePurchases
3524,1971,Graduate,Single,39763.0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,0,0,0,0,0,1,42,Adult,Medium,1,167,426,8,167,12,Gold,NumWebPurchases
5247,1955,Graduate,Coupled,38725.0,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,0,0,0,0,0,0,59,Senior,Medium,2,45,147,5,45,6,Bronze,NumStorePurchases
5883,1972,Graduate,Coupled,77981.0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,0,0,0,0,0,0,41,Adult,High,1,664,496,18,664,13,Gold,NumWebPurchases
2118,1964,Graduate,Coupled,62905.0,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,0,0,0,0,0,0,49,Adult,Medium,1,622,389,17,622,12,Gold,NumStorePurchases
8812,1979,Graduate,Single,13533.0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,0,0,0,0,0,0,34,Young,Low,1,48,573,5,48,9,Silver,NumStorePurchases
6616,1975,Graduate,Coupled,59481.0,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,0,0,0,0,0,0,38,Adult,Medium,1,461,346,14,461,11,Silver,NumStorePurchases
2797,1977,Graduate,Coupled,72117.0,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,0,0,0,0,0,0,36,Young,High,1,1073,410,25,1073,16,Platinum,NumWebPurchases
4328,1986,Graduate,Coupled,21955.0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,0,0,0,0,0,0,27,Young,Low,1,55,392,6,55,7,Bronze,NumStorePurchases
9167,1956,Graduate,Coupled,67131.0,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,0,0,0,0,0,0,57,Senior,Medium,1,976,557,23,976,15,Platinum,NumStorePurchases
10560,1980,Graduate,Single,36802.0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,0,0,0,0,0,0,34,Young,Medium,1,20,110,4,20,7,Bronze,NumStorePurchases
2631,1982,Graduate,Coupled,71853.0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,0,0,0,0,0,0,31,Young,High,0,1149,514,16,1149,15,Platinum,NumCatalogPurchases
8312,1961,Non-Graduate,Coupled,28249.0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,0,0,0,0,0,0,53,Adult,Low,0,43,111,5,43,4,Bronze,NumStorePurchases
5534,1975,Graduate,Coupled,47808.0,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,1,0,0,0,0,0,38,Adult,Medium,1,224,349,8,224,11,Silver,NumWebPurchases
5093,1974,Graduate,Single,25509.0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,0,0,0,0,0,1,38,Adult,Low,1,101,746,6,101,14,Platinum,NumWebPurchases
7592,1946,Graduate,Coupled,51012.0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,0,0,0,0,0,0,67,Senior,Medium,0,209,534,9,209,10,Silver,NumWebPurchases
8895,1985,Graduate,Single,70596.0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,0,0,0,0,0,0,27,Young,High,0,968,729,20,968,15,Platinum,NumStorePurchases
8584,1952,Graduate,Coupled,85431.0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,61,Senior,High,0,1165,483,16,1165,14,Platinum,NumCatalogPurchases
2694,1967,Graduate,Coupled,42664.0,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,0,0,0,0,0,0,47,Adult,Medium,1,24,200,4,24,6,Bronze,NumStorePurchases
8910,1955,Graduate,Coupled,42586.0,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,0,0,0,0,0,1,57,Senior,Medium,2,252,705,11,252,16,Platinum,NumStorePurchases
7433,1985,Graduate,Single,29760.0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,0,0,0,0,0,0,27,Young,Low,1,165,766,8,165,10,Silver,NumStorePurchases
164,1977,Graduate,Coupled,28973.0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,0,0,0,0,0,0,35,Young,Low,0,269,721,11,269,13,Gold,NumWebPurchases
10477,1973,Graduate,Coupled,39435.0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,0,0,0,0,0,0,40,Adult,Medium,1,102,424,6,102,12,Gold,NumWebPurchases
2681,1984,Graduate,Coupled,65370.0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,0,0,0,0,0,0,29,Young,Medium,0,461,429,18,461,15,Platinum,NumStorePurchases
5150,1979,Non-Graduate,Single,20194.0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,0,0,0,0,0,0,33,Young,Low,1,47,656,5,47,8,Silver,NumStorePurchases
5283,1976,Graduate,Single,42473.0,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,0,0,0,0,0,0,38,Adult,Medium,2,144,229,7,144,7,Bronze,NumStorePurchases
9645,1968,Graduate,Coupled,64590.0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,0,0,0,0,0,0,44,Adult,Medium,0,1338,720,23,1338,16,Platinum,NumStorePurchases
10678,1959,Graduate,Coupled,71232.0,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,0,0,0,0,0,0,54,Adult,High,1,917,310,23,917,12,Gold,NumWebPurchases
